person_age,person_education,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
35.0,2,96852.0,14,15000.0,15.99,0.15,5.0,677,1,0,0,1,0,0,0,0,0,1
28.0,3,259694.0,9,21000.0,11.99,0.08,6.0,678,1,0,0,0,0,0,1,0,0,0
27.0,1,144961.0,4,16000.0,12.21,0.11,5.0,547,1,0,0,0,0,0,0,0,0,1
34.0,3,163019.0,11,8000.0,9.32,0.05,5.0,678,0,0,0,0,0,0,0,0,0,1
28.0,4,144878.0,5,14400.0,10.74,0.1,7.0,686,1,0,0,0,0,0,0,1,0,0
27.0,4,153334.0,5,21000.0,10.99,0.14,5.0,658,1,0,0,0,0,0,0,0,0,1
27.0,3,111329.0,4,18000.0,11.48,0.16,8.0,643,0,0,0,0,0,1,0,0,0,0
31.0,3,69242.0,8,9000.0,15.33,0.13,6.0,659,0,1,0,0,1,0,0,1,0,0
28.0,2,151191.0,9,5000.0,11.99,0.03,5.0,705,0,1,0,0,0,0,0,0,1,0
29.0,2,44522.0,6,14000.0,14.27,0.31,10.0,680,1,0,0,0,0,0,0,0,1,0
30.0,3,109217.0,5,18000.0,8.49,0.16,7.0,565,1,0,0,0,0,0,0,0,1,0
29.0,1,49123.0,7,5000.0,5.42,0.1,5.0,629,1,0,0,1,0,0,0,1,0,0
29.0,3,60940.0,5,3575.0,11.49,0.06,6.0,676,1,0,0,0,0,0,1,0,0,0
27.0,3,126177.0,5,15000.0,16.77,0.12,6.0,650,1,0,0,0,1,1,0,0,0,0
33.0,2,118600.0,9,20000.0,6.91,0.17,7.0,686,0,0,0,0,1,0,1,0,0,0
29.0,2,45687.0,2,3000.0,16.82,0.07,7.0,530,1,0,0,0,0,0,0,0,1,0
28.0,2,150903.0,7,8000.0,11.14,0.05,6.0,520,1,0,0,0,0,0,0,1,0,0
29.0,3,171473.0,6,24250.0,11.48,0.14,8.0,625,1,0,0,1,0,0,0,0,1,0
27.0,3,150576.0,3,8000.0,6.76,0.05,6.0,642,1,0,0,0,0,0,0,0,0,0
34.0,3,47358.0,14,2400.0,8.9,0.05,6.0,649,1,0,0,0,0,0,0,0,0,0
28.0,3,79039.0,8,10000.0,7.49,0.13,7.0,685,0,0,0,0,0,0,1,0,0,0
34.0,5,67057.0,14,7000.0,13.49,0.1,7.0,743,0,0,0,0,0,1,0,0,0,0
34.0,1,85256.0,11,6000.0,11.89,0.07,7.0,625,1,0,0,0,1,0,0,0,0,0
27.0,1,87223.0,9,6000.0,5.42,0.07,6.0,652,0,0,0,0,0,1,0,0,0,0
27.0,1,170127.0,4,6450.0,5.99,0.04,6.0,661,0,0,0,0,0,0,0,0,0,1
28.0,2,69194.0,6,12300.0,7.88,0.18,8.0,587,1,0,0,0,0,0,0,1,0,0
34.0,3,51173.0,12,18825.0,7.9,0.37,9.0,631,0,1,0,0,1,0,0,1,0,0
31.0,2,90817.0,10,13800.0,11.01,0.15,9.0,584,1,0,0,0,0,0,0,0,0,0
30.0,3,120932.0,5,1000.0,11.71,0.01,6.0,655,0,0,0,0,1,0,0,0,1,0
29.0,2,69957.0,7,6000.0,9.91,0.09,5.0,679,1,0,0,0,1,1,0,0,0,0
28.0,3,87179.0,6,16000.0,15.95,0.18,5.0,671,1,0,0,0,0,0,0,0,0,1
31.0,3,48824.0,9,2400.0,11.01,0.05,10.0,643,1,0,0,0,1,1,0,0,0,0
33.0,3,29664.0,11,2000.0,14.35,0.07,8.0,741,0,0,0,0,1,0,0,0,0,0
32.0,2,26323.0,8,10000.0,11.01,0.38,10.0,658,0,1,0,0,1,0,0,0,0,1
27.0,2,133500.0,6,3600.0,6.03,0.03,5.0,691,0,0,0,0,0,0,1,0,0,0
30.0,2,30413.0,7,5000.0,6.91,0.16,7.0,627,0,0,0,0,1,0,0,1,0,0
28.0,2,36581.0,10,10500.0,8.94,0.29,8.0,572,1,0,0,0,0,0,0,0,0,1
30.0,3,63157.0,5,3200.0,6.99,0.05,5.0,686,0,0,0,0,0,0,0,0,1,0
29.0,2,145111.0,2,6250.0,12.53,0.04,9.0,507,1,0,0,0,0,0,0,0,0,0
32.0,2,134233.0,9,10400.0,9.91,0.08,7.0,597,0,0,0,0,0,0,1,0,0,0
27.0,2,58249.0,5,7500.0,13.47,0.13,6.0,687,0,0,0,1,0,0,0,0,0,1
30.0,2,109189.0,8,18000.0,8.94,0.16,7.0,585,1,0,0,0,1,0,0,0,0,0
31.0,1,100940.0,8,10000.0,11.01,0.1,5.0,662,0,1,0,0,0,0,0,1,0,0
31.0,1,93695.0,10,10000.0,16.49,0.11,7.0,548,1,0,0,0,1,1,0,0,0,0
33.0,2,117347.0,10,7000.0,12.98,0.06,8.0,689,0,0,0,0,1,1,0,0,0,0
27.0,2,69398.0,8,8000.0,16.29,0.12,5.0,644,0,0,0,0,1,1,0,0,0,0
30.0,3,49202.0,5,2500.0,5.79,0.05,8.0,689,0,0,0,0,1,0,0,0,0,1
31.0,3,35815.0,8,15075.0,11.01,0.42,7.0,517,0,1,0,0,1,0,1,0,0,0
35.0,2,128566.0,13,8325.0,6.99,0.06,10.0,610,1,0,0,0,0,0,0,0,0,1
27.0,4,81931.0,6,2800.0,13.04,0.03,7.0,562,0,0,0,0,1,0,0,0,1,0
31.0,1,122820.0,10,7500.0,13.22,0.06,9.0,619,1,0,0,0,1,0,0,0,0,1
34.0,3,265119.0,14,11275.0,12.99,0.04,8.0,651,0,0,0,0,0,0,0,0,0,0
30.0,2,31187.0,5,7000.0,10.99,0.22,10.0,676,1,0,0,0,0,0,0,0,0,0
30.0,2,114935.0,6,4000.0,5.99,0.03,7.0,570,1,0,0,0,0,0,0,0,1,0
34.0,3,97098.0,13,5000.0,6.17,0.05,8.0,671,0,0,0,0,1,1,0,0,0,0
27.0,4,44926.0,3,9000.0,7.49,0.2,6.0,656,0,0,0,0,1,1,0,0,0,0
33.0,1,43948.0,10,5000.0,8.49,0.11,9.0,662,1,0,0,0,0,0,0,0,0,1
30.0,1,79149.0,8,20000.0,16.77,0.25,5.0,564,1,0,0,0,0,0,1,0,0,0
33.0,1,54555.0,13,8000.0,16.49,0.15,7.0,692,0,1,0,0,0,1,0,0,0,0
27.0,3,156569.0,4,10000.0,6.54,0.06,7.0,729,1,0,0,0,0,0,0,0,1,0
34.0,4,65174.0,12,3200.0,6.76,0.05,10.0,650,1,0,0,0,1,0,0,1,0,0
27.0,3,94535.0,3,5125.0,8.59,0.05,8.0,600,1,0,0,0,0,0,0,0,0,1
33.0,2,99370.0,11,6000.0,7.51,0.06,6.0,694,0,0,0,0,0,0,0,0,0,1
28.0,2,52764.0,7,3000.0,7.49,0.06,7.0,609,1,0,0,0,1,1,0,0,0,0
28.0,3,38249.0,7,3600.0,14.11,0.09,8.0,639,0,1,0,0,1,0,0,1,0,0
32.0,1,107946.0,7,12000.0,8.94,0.11,6.0,614,0,0,0,0,1,0,0,1,0,0
31.0,4,100734.0,9,18000.0,19.74,0.18,8.0,644,0,1,0,0,0,0,0,0,0,1
29.0,2,74839.0,5,15000.0,6.91,0.2,9.0,593,1,0,0,0,1,0,0,0,1,0
32.0,1,37302.0,8,11450.0,9.99,0.31,6.0,604,0,1,0,0,1,1,0,0,0,0
31.0,2,32341.0,7,6500.0,9.99,0.2,9.0,666,1,0,0,0,0,0,0,0,1,0
30.0,2,63257.0,9,14675.0,9.63,0.23,7.0,660,1,0,0,0,0,0,1,0,0,0
36.0,5,1440982.0,15,10000.0,6.54,0.01,11.0,682,1,0,0,1,0,0,0,1,0,0
40.0,3,1440915.0,19,10000.0,11.01,0.01,16.0,637,1,0,0,0,0,0,0,1,0,0
50.0,1,1081082.0,28,30000.0,12.69,0.03,15.0,643,0,0,0,0,0,0,0,0,0,0
36.0,1,1081254.0,14,6000.0,11.01,0.01,12.0,600,1,0,0,0,0,0,0,0,1,0
36.0,3,84049.0,13,35000.0,11.01,0.42,15.0,700,0,1,0,0,1,0,0,0,0,1
45.0,4,96924.0,25,35000.0,11.01,0.36,13.0,566,0,1,0,0,1,0,0,1,0,0
37.0,3,97166.0,14,35000.0,11.99,0.36,17.0,637,0,1,0,0,1,0,1,0,0,0
39.0,1,850679.0,18,25000.0,12.18,0.03,12.0,668,0,0,0,0,0,0,0,0,0,0
44.0,1,703125.0,24,20000.0,11.01,0.03,16.0,563,0,1,0,0,0,0,0,1,0,0
36.0,2,840912.0,14,25000.0,12.53,0.03,13.0,629,1,0,0,0,0,0,0,1,0,0
40.0,3,649823.0,16,35000.0,15.99,0.05,11.0,614,0,1,0,0,0,0,0,1,0,0
37.0,2,103064.0,11,35000.0,8.9,0.34,17.0,656,0,1,0,0,1,0,1,0,0,0
43.0,4,600812.0,22,25000.0,12.61,0.04,14.0,685,0,0,0,0,0,0,0,0,0,1
39.0,4,485461.0,16,35000.0,11.01,0.07,11.0,668,0,1,0,0,0,0,0,1,0,0
41.0,2,577228.0,17,16000.0,7.9,0.03,17.0,660,0,0,0,0,0,0,0,0,0,0
40.0,1,160447.0,13,35000.0,14.54,0.22,17.0,630,0,1,0,0,1,1,0,0,0,0
36.0,4,490811.0,15,35000.0,7.9,0.07,13.0,654,1,0,0,0,0,0,1,0,0,0
37.0,3,490621.0,16,6000.0,12.61,0.01,13.0,699,1,0,0,0,1,1,0,0,0,0
43.0,4,480854.0,20,28000.0,9.91,0.06,11.0,619,0,0,0,0,0,0,0,0,0,1
43.0,3,421260.0,19,18000.0,11.49,0.04,16.0,702,1,0,0,0,0,0,0,1,0,0
46.0,3,404111.0,25,9000.0,11.49,0.02,13.0,679,0,0,0,1,0,0,0,0,0,1
44.0,2,82056.0,20,32400.0,11.01,0.39,13.0,638,0,1,0,0,1,0,1,0,0,0
43.0,1,89491.0,19,30600.0,18.79,0.34,17.0,648,0,1,0,0,1,0,0,0,0,0
38.0,1,368127.0,16,15000.0,10.62,0.04,17.0,693,0,0,0,0,0,0,0,0,0,1
47.0,1,366927.0,24,10000.0,13.43,0.03,12.0,665,1,0,0,0,0,0,1,0,0,0
46.0,1,367057.0,25,20000.0,17.93,0.05,13.0,564,1,0,0,0,0,0,0,0,0,1
42.0,1,360959.0,23,10000.0,17.27,0.03,14.0,710,1,0,0,0,0,0,0,0,1,0
37.0,1,67412.0,13,30000.0,9.91,0.45,15.0,637,0,1,0,0,1,0,0,0,0,0
47.0,3,15590.0,23,1950.0,12.69,0.13,12.0,645,0,1,0,1,0,0,0,1,0,0
37.0,3,361023.0,16,25000.0,11.49,0.07,14.0,650,0,0,0,0,0,1,0,0,0,0
36.0,2,108834.0,12,30000.0,15.99,0.28,11.0,610,0,1,0,0,1,0,0,0,1,0
38.0,1,15693.0,16,4800.0,7.29,0.31,12.0,587,0,1,0,1,0,0,0,0,0,0
36.0,2,336807.0,12,5000.0,14.26,0.01,16.0,652,1,0,0,0,1,0,0,0,0,0
37.0,1,264810.0,11,30000.0,9.91,0.11,17.0,583,1,0,0,0,1,1,0,0,0,0
41.0,4,322597.0,18,24000.0,10.37,0.07,11.0,683,1,0,0,0,0,0,0,0,1,0
43.0,1,321399.0,20,21000.0,12.69,0.07,13.0,645,1,0,0,0,0,0,0,0,0,0
37.0,2,313076.0,13,20000.0,14.96,0.06,12.0,673,1,0,0,0,0,0,0,0,0,1
36.0,2,300870.0,12,31400.0,14.27,0.1,16.0,561,1,0,0,0,0,0,0,0,1,0
40.0,2,68772.0,16,28000.0,18.62,0.41,14.0,635,0,1,0,0,1,0,1,0,0,0
44.0,1,15209.0,20,2000.0,9.88,0.13,11.0,553,0,1,0,1,0,0,1,0,0,0
41.0,5,301153.0,21,5000.0,9.99,0.02,12.0,721,0,0,0,0,0,1,0,0,0,0
36.0,2,301178.0,15,20000.0,7.88,0.07,17.0,690,0,0,0,0,1,0,0,0,0,0
41.0,1,301161.0,23,4200.0,13.11,0.01,14.0,690,0,0,0,0,0,0,0,0,0,0
36.0,1,300926.0,13,4000.0,7.14,0.01,12.0,679,0,0,0,0,0,0,0,0,0,1
48.0,2,274744.0,19,25000.0,15.31,0.09,13.0,673,0,1,0,0,0,0,1,0,0,0
45.0,3,103185.0,23,26000.0,14.27,0.25,15.0,590,0,1,0,0,1,0,0,0,1,0
40.0,1,280535.0,18,15000.0,11.83,0.05,15.0,667,1,0,0,0,0,0,0,1,0,0
43.0,1,276859.0,21,25000.0,15.58,0.09,15.0,640,1,0,0,0,0,0,1,0,0,0
42.0,3,57664.0,23,25000.0,12.18,0.43,15.0,610,0,1,0,0,1,0,0,1,0,0
45.0,1,271448.0,22,22200.0,12.69,0.08,12.0,512,1,0,0,0,1,0,0,0,1,0
41.0,1,270601.0,16,35000.0,15.62,0.13,14.0,548,1,0,0,0,0,0,1,0,0,0
45.0,4,271200.0,25,10000.0,11.01,0.04,11.0,632,1,0,0,0,0,0,0,0,1,0
40.0,1,213196.0,19,25000.0,10.99,0.12,17.0,674,0,1,0,0,1,0,0,1,0,0
44.0,1,252856.0,23,25000.0,10.37,0.1,14.0,685,1,0,0,0,0,0,0,0,0,1
40.0,4,253004.0,15,20000.0,6.17,0.08,17.0,655,1,0,0,0,0,1,0,0,0,0
42.0,3,253243.0,21,16000.0,13.47,0.06,11.0,642,1,0,0,0,0,0,0,0,0,1
45.0,2,252929.0,22,12000.0,9.63,0.05,12.0,542,1,0,0,0,0,0,0,0,0,0
41.0,1,59760.0,20,25000.0,17.04,0.42,13.0,606,0,1,0,0,1,0,1,0,0,0
38.0,2,243428.0,14,15000.0,12.04,0.06,13.0,561,1,0,0,0,0,0,0,0,0,1
40.0,2,242687.0,18,12450.0,12.23,0.05,15.0,692,0,0,0,0,1,1,0,0,0,0
45.0,4,72728.0,22,25000.0,9.99,0.34,16.0,696,0,1,0,0,1,0,0,0,0,0
37.0,3,240809.0,13,5000.0,11.01,0.02,12.0,691,0,0,0,0,0,0,0,0,1,0
38.0,1,240896.0,15,25000.0,7.9,0.1,13.0,640,1,0,0,0,0,0,0,0,1,0
50.0,2,240876.0,31,7000.0,10.99,0.03,15.0,676,0,0,0,0,1,0,0,0,1,0
37.0,2,240948.0,15,6000.0,5.42,0.02,14.0,627,0,0,0,0,0,0,0,0,0,0
39.0,2,241153.0,19,4800.0,7.49,0.02,13.0,689,0,0,0,0,0,0,0,0,1,0
36.0,2,241150.0,15,14000.0,7.49,0.06,15.0,618,1,0,0,0,0,0,0,1,0,0
37.0,1,241002.0,15,25000.0,15.57,0.1,14.0,579,0,0,0,0,0,1,0,0,0,0
36.0,3,240800.0,16,25000.0,15.2,0.1,13.0,707,1,0,0,1,0,0,1,0,0,0
41.0,1,241503.0,20,1000.0,10.38,0.0,13.0,611,0,0,0,0,0,0,0,0,0,1
37.0,1,241099.0,14,25000.0,10.75,0.1,11.0,659,0,0,0,0,0,0,1,0,0,0
39.0,1,241019.0,18,18000.0,10.99,0.07,13.0,590,1,0,0,0,0,1,0,0,0,0
41.0,1,80801.0,18,25000.0,17.56,0.31,15.0,725,0,1,0,0,1,1,0,0,0,0
38.0,1,240826.0,17,20000.0,11.48,0.08,15.0,653,0,0,0,0,0,0,0,0,1,0
47.0,2,67887.0,26,25000.0,11.01,0.37,13.0,658,0,1,0,0,1,0,0,1,0,0
44.0,1,87472.0,20,25000.0,19.41,0.29,17.0,605,0,1,0,0,1,0,1,0,0,0
38.0,1,231498.0,16,5600.0,7.9,0.02,14.0,661,1,0,0,0,0,0,1,0,0,0
37.0,1,231922.0,14,25600.0,5.99,0.11,17.0,620,1,0,0,0,0,0,0,0,0,0
46.0,2,231159.0,21,25000.0,14.79,0.11,14.0,665,1,0,0,0,0,0,0,0,0,1
36.0,5,231135.0,13,20000.0,11.48,0.09,17.0,688,0,0,1,0,0,0,0,0,0,1
36.0,2,84061.0,11,25000.0,14.59,0.3,12.0,590,0,1,0,0,1,0,1,0,0,0
44.0,2,229542.0,26,8000.0,13.16,0.03,15.0,648,0,0,0,0,0,0,0,0,1,0
36.0,1,18192.0,14,7000.0,5.42,0.38,16.0,694,0,1,0,1,0,0,0,0,0,0
36.0,3,210062.0,11,20000.0,17.04,0.1,16.0,685,0,1,0,0,1,0,0,0,0,1
37.0,1,223839.0,18,3000.0,6.39,0.01,17.0,675,1,0,0,1,0,0,0,0,0,1
46.0,1,223521.0,24,20000.0,11.36,0.09,15.0,708,1,0,0,0,0,0,0,0,0,1
43.0,2,216774.0,19,6000.0,14.27,0.03,17.0,663,1,0,0,0,0,0,1,0,0,0
42.0,5,18097.0,19,3500.0,11.01,0.19,11.0,569,0,1,0,1,0,0,0,1,0,0
36.0,3,102076.0,13,25000.0,12.87,0.24,11.0,617,1,0,0,0,1,1,0,0,0,0
36.0,3,103188.0,14,25000.0,11.86,0.24,11.0,729,0,0,0,0,1,1,0,0,0,0
36.0,1,216829.0,12,24000.0,9.99,0.11,15.0,565,1,0,0,0,1,1,0,0,0,0
45.0,2,217025.0,24,10000.0,5.99,0.05,11.0,708,0,0,0,0,0,0,0,1,0,0
49.0,2,172318.0,24,24000.0,11.01,0.14,14.0,591,0,1,0,0,0,0,0,1,0,0
39.0,2,94734.0,16,25000.0,16.02,0.26,17.0,660,0,1,0,0,1,0,1,0,0,0
45.0,1,100737.0,22,25000.0,12.87,0.25,14.0,689,0,1,0,0,1,1,0,0,0,0
36.0,2,211138.0,13,11800.0,7.51,0.06,11.0,596,1,0,0,0,0,0,0,1,0,0
38.0,2,210811.0,14,21000.0,9.99,0.1,14.0,590,0,0,0,0,0,1,0,0,0,0
37.0,1,117692.0,19,25000.0,19.41,0.21,11.0,698,1,0,0,0,1,0,1,0,0,0
37.0,1,106548.0,16,25000.0,19.66,0.23,12.0,626,0,1,0,0,1,0,0,0,1,0
36.0,3,18859.0,15,5000.0,13.92,0.27,15.0,673,0,1,0,1,0,0,0,0,1,0
37.0,2,19183.0,16,5000.0,7.74,0.26,13.0,686,0,1,0,1,0,0,0,0,0,1
47.0,1,108864.0,26,25000.0,15.65,0.23,17.0,630,0,1,0,0,1,0,0,0,0,1
37.0,4,211043.0,12,15000.0,9.76,0.07,17.0,708,0,0,0,0,1,0,1,0,0,0
37.0,2,211146.0,15,6500.0,13.35,0.03,17.0,699,1,0,0,0,0,0,0,1,0,0
37.0,4,113863.0,16,25000.0,13.11,0.22,16.0,741,0,1,0,0,1,0,1,0,0,0
44.0,1,207311.0,24,25000.0,9.62,0.12,11.0,600,1,0,0,0,0,0,0,0,0,1
41.0,1,206452.0,14,25000.0,11.12,0.12,14.0,646,0,0,0,0,0,0,1,0,0,0
37.0,2,205043.0,14,25000.0,16.45,0.12,13.0,652,1,0,0,0,0,0,1,0,0,0
37.0,4,133109.0,16,25000.0,10.99,0.19,12.0,681,1,0,0,0,1,1,0,0,0,0
40.0,1,118587.0,16,25000.0,19.04,0.21,16.0,584,0,1,0,0,1,0,0,0,0,0
46.0,4,204842.0,21,7200.0,9.91,0.04,12.0,691,1,0,0,0,0,0,1,0,0,0
39.0,2,205054.0,14,32000.0,7.49,0.16,13.0,647,1,0,0,0,0,0,0,1,0,0
39.0,1,205213.0,13,17000.0,12.99,0.08,14.0,640,0,0,0,0,1,0,0,0,0,0
37.0,2,137706.0,16,25000.0,11.01,0.18,13.0,607,0,0,0,0,1,0,0,0,0,1
36.0,3,124581.0,13,25000.0,12.53,0.2,15.0,529,0,1,0,0,1,0,0,0,0,1
38.0,1,150371.0,18,25000.0,13.06,0.17,13.0,720,0,0,0,0,1,1,0,0,0,0
39.0,1,121238.0,17,25000.0,15.7,0.21,16.0,572,0,1,0,0,1,0,0,1,0,0
40.0,2,19732.0,17,4000.0,15.7,0.2,13.0,671,0,1,0,1,0,1,0,0,0,0
36.0,2,153254.0,10,25000.0,14.59,0.16,11.0,617,0,1,0,0,1,0,0,0,0,0
36.0,3,174926.0,14,25000.0,11.01,0.14,15.0,572,1,0,0,0,1,0,0,1,0,0
47.0,2,198785.0,26,19800.0,15.65,0.1,16.0,665,0,0,0,0,0,0,1,0,0,0
40.0,2,190794.0,19,25000.0,16.82,0.13,16.0,567,0,1,0,0,1,0,1,0,0,0
38.0,3,20642.0,18,2000.0,13.23,0.1,11.0,603,0,0,0,1,0,0,0,0,0,1
36.0,2,516892.0,18,25000.0,13.8,0.05,16.0,663,0,0,0,0,1,0,0,0,0,1
48.0,1,20945.0,26,3300.0,10.99,0.16,14.0,668,0,1,0,1,0,0,1,0,0,0
37.0,2,192877.0,15,24000.0,6.54,0.12,15.0,694,1,0,0,0,0,0,0,0,1,0
38.0,2,105360.0,11,24250.0,11.01,0.23,12.0,678,1,0,0,0,1,0,1,0,0,0
37.0,1,92749.0,11,24250.0,15.65,0.26,13.0,567,0,1,0,0,1,0,0,0,0,0
42.0,1,83295.0,18,24250.0,15.58,0.29,14.0,601,0,1,0,0,1,0,0,1,0,0
36.0,2,178641.0,14,10000.0,14.11,0.06,13.0,613,0,1,0,0,0,0,0,0,0,0
39.0,3,94548.0,19,24250.0,16.0,0.26,13.0,601,0,1,0,0,1,0,0,1,0,0
36.0,2,21427.0,11,3000.0,5.42,0.14,11.0,634,0,1,0,0,0,0,0,1,0,0
40.0,2,151121.0,15,24250.0,11.01,0.16,17.0,653,1,0,0,0,1,0,0,0,0,0
50.0,1,142680.0,25,24250.0,13.92,0.17,12.0,630,0,1,0,0,1,1,0,0,0,0
36.0,2,162885.0,9,24250.0,12.87,0.15,15.0,575,0,0,0,0,1,0,0,0,0,0
40.0,2,55150.0,18,24000.0,10.65,0.44,11.0,621,0,1,0,0,1,1,0,0,0,0
38.0,2,21423.0,14,4375.0,7.51,0.2,17.0,527,0,1,0,0,0,1,0,0,0,0
38.0,2,21959.0,15,1000.0,16.29,0.05,11.0,628,0,0,0,1,0,0,1,0,0,0
39.0,2,67096.0,13,24000.0,12.53,0.36,15.0,592,0,1,0,0,1,0,0,0,0,0
38.0,3,72896.0,16,24000.0,13.85,0.33,16.0,658,0,1,0,0,1,0,0,0,1,0
36.0,2,22405.0,15,5875.0,7.9,0.26,12.0,689,0,1,0,1,0,0,1,0,0,0
39.0,1,22489.0,16,3975.0,11.97,0.18,15.0,597,0,1,0,1,0,0,0,0,0,0
38.0,4,22042.0,17,2800.0,11.01,0.13,16.0,677,0,1,0,1,0,0,0,1,0,0
39.0,4,22704.0,17,4375.0,5.42,0.19,17.0,640,0,1,0,1,0,0,0,1,0,0
36.0,2,88145.0,14,24000.0,14.09,0.27,12.0,676,0,1,0,0,1,0,1,0,0,0
39.0,1,81617.0,17,24000.0,15.31,0.29,11.0,709,0,1,0,0,1,0,0,0,0,1
36.0,4,95311.0,12,24000.0,11.12,0.25,12.0,698,0,0,0,0,1,0,0,1,0,0
38.0,1,98472.0,17,24000.0,8.49,0.24,13.0,564,1,0,0,0,1,0,1,0,0,0
43.0,2,118110.0,24,24000.0,10.99,0.2,11.0,720,0,0,0,0,1,0,0,0,0,1
36.0,2,121677.0,13,24000.0,11.99,0.2,11.0,638,1,0,0,0,1,0,1,0,0,0
47.0,3,22873.0,26,3000.0,5.42,0.13,12.0,678,0,1,0,0,0,0,0,0,1,0
48.0,2,156972.0,24,24000.0,9.91,0.15,15.0,650,0,0,0,0,1,1,0,0,0,0
41.0,5,72894.0,17,23800.0,6.91,0.33,15.0,755,0,1,0,0,1,0,1,0,0,0
37.0,1,47293.0,12,23500.0,11.01,0.5,16.0,509,0,1,0,0,1,1,0,0,0,0
39.0,1,77666.0,15,23500.0,14.26,0.3,13.0,669,0,1,0,0,1,1,0,0,0,0
37.0,2,22667.0,14,1500.0,13.47,0.07,13.0,601,1,0,0,1,0,0,0,0,1,0
40.0,2,100709.0,17,23000.0,12.36,0.23,11.0,664,0,1,0,0,1,0,1,0,0,0
42.0,1,81443.0,18,22400.0,14.11,0.28,11.0,712,0,1,0,0,1,0,0,1,0,0
38.0,3,100459.0,16,22250.0,20.0,0.22,12.0,629,0,1,0,0,1,0,1,0,0,0
47.0,4,46967.0,27,22000.0,18.78,0.47,17.0,661,0,1,0,0,1,0,0,1,0,0
38.0,1,68241.0,15,22000.0,10.75,0.32,15.0,625,0,1,0,0,1,0,1,0,0,0
43.0,4,87392.0,17,22000.0,10.62,0.25,11.0,699,0,1,0,0,1,1,0,0,0,0
42.0,5,99557.0,18,22000.0,10.99,0.22,12.0,608,1,0,0,0,1,0,0,0,0,0
46.0,2,109827.0,25,22000.0,18.79,0.2,16.0,642,0,1,0,0,1,0,1,0,0,0
39.0,2,143808.0,15,22000.0,11.49,0.15,12.0,693,0,0,0,0,1,0,0,0,0,0
40.0,1,201063.0,17,22000.0,10.99,0.11,13.0,591,0,0,0,0,1,0,0,0,0,1
48.0,4,23868.0,28,7000.0,11.01,0.29,12.0,747,0,1,0,1,0,1,0,0,0,0
37.0,3,49035.0,17,21250.0,12.99,0.43,16.0,654,0,1,0,0,1,0,0,0,0,1
36.0,2,51526.0,12,21000.0,7.49,0.41,11.0,681,0,1,0,0,1,1,0,0,0,0
39.0,1,70675.0,17,21000.0,10.83,0.3,16.0,654,0,1,0,0,1,1,0,0,0,0
36.0,4,71863.0,14,21000.0,14.11,0.29,16.0,576,0,1,0,0,1,0,0,1,0,0
36.0,1,96791.0,14,21000.0,11.36,0.22,12.0,692,0,0,0,0,1,0,0,0,0,1
37.0,1,111472.0,14,21000.0,11.63,0.19,15.0,672,0,0,0,0,1,0,0,0,0,1
39.0,2,133027.0,18,21000.0,11.11,0.16,16.0,695,0,0,0,0,1,0,0,1,0,0
39.0,2,24588.0,21,6000.0,11.14,0.24,13.0,565,0,1,0,0,0,0,0,1,0,0
38.0,4,240894.0,15,21000.0,10.37,0.09,11.0,566,0,0,0,0,1,0,1,0,0,0
39.0,2,58488.0,16,20500.0,14.59,0.35,16.0,654,0,1,0,0,1,0,0,1,0,0
36.0,2,85076.0,16,20400.0,10.37,0.24,14.0,685,0,0,0,0,1,0,0,0,0,1
37.0,3,84975.0,15,20400.0,13.06,0.24,11.0,705,1,0,0,0,1,0,0,1,0,0
36.0,3,46506.0,11,20000.0,12.41,0.43,16.0,669,0,1,0,0,1,0,0,0,0,1
37.0,2,25182.0,16,3000.0,12.69,0.12,17.0,674,1,0,0,1,0,0,0,0,0,1
48.0,1,48805.0,24,20000.0,7.49,0.41,12.0,687,0,1,0,0,1,0,0,0,0,1
45.0,5,45165.0,25,20000.0,11.71,0.44,15.0,579,0,1,0,0,1,0,1,0,0,0
36.0,3,54627.0,16,20000.0,11.36,0.37,14.0,648,0,1,0,0,1,0,0,1,0,0
36.0,4,58605.0,14,20000.0,13.61,0.34,14.0,503,0,1,0,0,1,0,0,1,0,0
37.0,1,51012.0,15,20000.0,14.25,0.39,17.0,632,0,1,0,0,1,0,0,0,1,0
50.0,3,53673.0,26,20000.0,20.0,0.37,11.0,593,0,1,0,0,1,0,0,1,0,0
38.0,4,61094.0,14,20000.0,13.85,0.33,14.0,683,0,1,0,0,1,0,0,1,0,0
40.0,2,60495.0,17,20000.0,11.01,0.33,17.0,649,0,1,0,0,1,0,0,0,0,0
37.0,2,55168.0,14,20000.0,12.53,0.36,14.0,629,0,1,0,0,1,0,1,0,0,0
43.0,2,25238.0,19,5000.0,7.14,0.2,15.0,704,0,0,0,1,0,1,0,0,0,0
40.0,3,56040.0,20,20000.0,14.61,0.36,11.0,704,0,1,0,0,1,0,0,0,0,0
36.0,2,25130.0,13,3900.0,5.99,0.16,12.0,601,0,0,0,0,0,0,0,1,0,0
39.0,3,75910.0,13,20000.0,12.68,0.26,13.0,697,0,1,0,0,1,0,0,0,1,0
